filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.PDF,SERVICES AGREEMENT,"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")",1/1/04,1/1/04,,perpetual,,Pennsylvania,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,SECOND AMENDMENT TO SERVICES AGREEMENT,"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")",3/1/16,3/1/16,,,,Pennsylvania,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,LIMITED POWER OF ATTORNEY,"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")",1/1/04,,,,,Pennsylvania,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,AMENDMENT TO SERVICES AGREEMENT,"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")",3/30/09,3/30/09,,,,Pennsylvania,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF,NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER,"Glamis Gold Ltd. and all of its subsidiaries and other Affiliates (""Glamis""); Western Copper Corporation and all of its subsidiaries and other Affiliates (""Western Copper"")",5/3/06,5/3/06,,,,British Columbia,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",COLLABORATION AGREEMENT (“,"Theravance, Inc. (""Theravance""); Glaxo Group Limited (""GSK""); (Theravance and GSK, a “Party” or together, the “Parties”)",11/14/02,,,,,Delaware,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",Collaboration Agreement,"F. Hoffmann-La Roche Ltd (""Roche Basel""); Hoffmann-La Roche Inc. (“Roche US”)(Roche Basel and Roche US together referred to as “Roche”); Foundation Medicine, Inc. (""FMI"")",,,,,,New York,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.PDF",JOINT VENTURE AGREEMENT,Novo Integrated Sciences Inc. (“NVOS”); Harvest Gold Farms Inc. (“HGF”); NVOS and HGF (collectively as the “Parties” and separately as a “Party”),12/19/19,12/19/19,12/19/24,,,,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",JOINT VENTURE AGREEMENT,"AizuFujitsu Semiconductor Limited (“AFSL”); Fujitsu Semiconductor Limited (“FSL”); Transphorm, Inc. (“TPH”); AizuFujitsu Semiconductor Limited, Fujitsu Semiconductor Limited, Transphorm, Inc. (collectively referred to as the “Parties” and individually, a “Party”)",5/23/17,,,,,Japan,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF,JOINT VENTURE CONTRACT,"Baoding Fengfan Group Limited Liability Company (""Party A""); Valence Technology, Inc. (""Party B"")",11/8/02,,,,,People's Republic of China,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.PDF",NON-COMPETITION AGREEMENT AMENDMENT NO. 1,"VIVINT SOLAR, INC. (together with its successors and permitted assigns, “VivintSolar”); VIVINT, INC. (together with its successors and permitted assigns “Vivint”) Vivint Solar and Vivint (individually as a “Party”, and collectively as the “Parties”)",8/16/17,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF,NON-COMPETITION AND NON-SOLICITATION AGREEMENT,"Quaker Chemical Corporation (“Buyer”); Gulf Houghton Lubricants Ltd. (“Gulf Houghton”); Gulf Oil International Limited (“GulfInternational”); GOCL Corporation Limited (“Gulf Oil” and, together with Gulf Houghton andGulf International, the “Sellers” and each, a “Seller”); Gulf Oil Lubricants India, Ltd (“Gulf India”), solely for purposes of Section 1(c)[Confidentiality; Non-competition; Non-solicitation]",8/1/19,8/1/19,,,,Pennsylvania,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,"Sumitomo Mitsui Banking Corporation (“SMBC”); SMBCNikko Securities Inc. (“Nikko” and together with SMBC, “SMBC/Nikko”); Moelis & Company Holdings LP (“Moelis Holdings”); Moelis & Company Holdings GP LLC, (“Moelis General Partner”, and together with Moelis Holdings, the “MoelisEntities”); SMBC, Nikko, Moelis Holdings and Moelis General Partner (each a “party” and collectively referred to as the “parties"")",12/27/11,1/1/12,1/1/15,1 year,6 months,New York,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,Dialog Semiconductor (UK) Ltd. (“DIALOG”); Energous Corporation (“ENERGOUS”),11/6/16,11/6/16,11/6/23,successive 1 year,180 days,California,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT.PDF",JOINT VENTURE AGREEMENT,"BorrowMoney.com, inc.; JVLS, LLC;  BorrowMoney.com, inc.; JVLS, LLC (individually the ""Member"" and collectively the ""Members"")",3/20/20,3/1/20,2/28/25,,,,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.PDF","AMENDMENT AND TERMINATION 

OF 

JOINT VENTURE AGREEMENT","Veoneer AB (“VeoneerAB”); Veoneer US, Inc. (“Veoneer US"", and together with Veoneer AB, the “Veoneer Parties”); Nissin Kogyo Co., Ltd. (“Nissin”); Nissin Kogyo Holdings USA, Inc. (“NissinHolding”); Zhongshan Nissin Industry Co., Ltd. (“NBZ”, and together with Nissin andNissin Holding, the “Nissin Parties”)",10/30/19,10/30/19,,,,Japan,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",JOINT VENTURE AGREEMENT,"KIROMIC BIOPHARMA Inc.; MOLIPHARMA S.R.L. (""Party"" and, together, the ""Parties"")",4/2/20,4/2/20,perpetual,successive [] years,1 year,Italy,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,JOINT VENTURE AGREEMENT,"IMPCO Technologies Inc. including its successors and permitted assigns (""IMPCO""); MINDA INDUSTRIES LIMITED including its successors and permitted assigns (""MIL""), Nirmal K. MINDA including his heirs, executors, administrators or successors and permitted assigns (""MINDA"")",5/18/01,5/18/01,perpetual,,,India,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.PDF,AFFILIATE AGREEMENT,"Gulf South Medical Supply, Inc. (""GSMS""); Physician Sales & Service, Inc. (""PSS""); PSS Merger Corp.",12/14/97,,,,,Delaware,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"(AFSALA  Bancorp,  Inc. (the  ""Company""); Amsterdam Federal Savings and Loan Association (""Association""); Savings Association Insurance Fund (""SAIF""); Federal  Deposit Insurance Corporation (""FDIC""); Capital Resources, Inc. (""Capital Resources""))",[]/[]/1996,,,,,District of Columbia,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"(Alamogordo Financial Corporation (""Company""); AF Mutual Holding Company (""MHC""); Alamogordo Federal Savings and Loan Association (""Bank""); Savings  Association Insurance Fund (""SAIF""); Federal Deposit Insurance Corporation (""FDIC""); Charles Webb & Company; Bruyette & Woods,  Inc. (""Agent""))",[]/[]/2000,[]/[]/2000,,,,Kansas,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"General Electric Capital Corporation together with its successors and assigns, if any (“Lessor”); Duckwall-Alco Stores, Inc. (the “Company”)",11/9/05,,perpetual,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"(Greater Delaware Valley Holdings (“PA MHC”); Alliance Mutual Holding Company (“Federal MHC”); Alliance Bancorp, Inc. of Pennsylvania (“Company""); Greater Delaware Valley Savings Bank d/b/a Alliance Bank (“Bank”); Sandler O’Neill & Partners, L.P. (“Sandler O’Neill” or “Agent”))",11/[]/2006,,,,,New York,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"Mutual Insurance Corporation of America (MICOA); Stratton, Cheeseman & Walsh-Nevada, Inc. (""Agency""); (sometimes commonly referred to as the Parties)",5/25/99,5/25/99,Perpetual,1 year,120 days,Nevada,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"El Banco Financial Corporation (the ""Company""); sales agent (the ""Agent"" or ""you"")",[]/[]/2006,[]/[]/2006,,,,Georgia,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,AGENCY AGREEMENT,"Biopure Corporation (""Company""); Agent (""Agent"")",3/29/99,3/29/99,perpetual,,,Massachusetts,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",AGENCY AGREEMENT,"Blue Hills Bancorp, Inc. (“Holding Company”); Hyde Park Bancorp, MHC (“MHC”); Hyde Park Bancorp, Inc. (“Mid­Tier”); Blue Hills Bank (“Bank”); Bruyette & Woods, Inc. (“Agent”)",5/14/14,5/14/14,,,,New York,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT.PDF",AGENCY AGREEMENT,"Bluerock Residential Growth REIT, Inc. (“Company”); Bluerock Residential Holdings, L.P. (“Operating Partnership”) (collectively, Company, and Bluerock Residential Growth REIT, Inc. are referred to as the “Transaction Entities”); BRG Manager, LLC (“Manager”); Compass Point Research & Trading, LLC (“Agent”)",5/25/16,5/25/16,,,,New York,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,"AURA SYSTEMS INC. (""Aura""); ZANOTTI EAST INC. (""Zanotti"") (collectively the “Parties”)",3/18/10,3/18/10,3/18/15,successive 5 years,90 days,California,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement.PDF,Strategic Alliance Agreement,"Freedom Mortgage Corporation (""Freedom Mortgage""); Cherry Hill Mortgage Investment Corp. (""Cherry Hill"")",[]/[]/2013,,[]/[]/2016,,,New York,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,"The University of Texas M. D. Anderson Cancer Center (""MD Anderson""); Adaptimmune LLC (""Adaptimmune""); Adaptimmune Limited (""Adaptimmune Limited""); (MD Anderson and Adaptimmune each a “Party” and collectively the “Parties”)",9/23/16,9/23/16,9/23/21,,,Texas,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,True
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",Strategic Alliance Agreement,"Cool Technologies Inc. (""COOL TECH""); VETERAN TECHNOLOGY GROUP, LLC (""VET TECH"")",5/26/17,5/26/17,5/26/22,successive 1 year,30 days,Missouri,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Strategic Alliance Agreement,"System Associates, Inc. (""ISA""); Rubicon Software Group plc (""Rubicon"")",4/15/09,4/15/09,4/15/12,successive 1 year,90 days,Florida,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,"NORTHERN TELECOM LIMITED (""NTL""); ENTRUST TECHNOLOGIES INC. (""ETI"")",12/31/96,,,,,"Province of Ontario, Canada",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",STRATEGIC ALLIANCE AGREEMENT,"EDGE Communication Solutions, LLC (""EDGE""); FRE Networks, Inc. (""FTE"", ""Subcontractor"")",2/17/16,2/17/16,2/16/19,successive 1 month,30 days,Texas,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",Strategic Alliance Agreement,"Giggles N' Hugs, Inc. (""Company""); Kiddo, Inc. (""Consultant"")",5/17/16,5/17/16,5/17/19,,,California,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,STRATEGIC ALLIANCE AGREEMENT,"GOLD RESOURCE CORPORATION (""GRC"", ""the Company""); HOCHSCHILD MINING HOLDINGS LIMITED (""HOC"")",12/5/08,,,,,New York,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,Strategic Alliance Agreement,"IMedicor, Inc (""IMedicor""); USA Managed Care Organization (""USA MCO"")",7/15/10,7/15/10,7/15/15,successive 5 years,90 days,New York,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",Strategic Alliance Agreement,"Bravatek Solutions, Inc. (""Bravatek""); Fazync LLC (""Fazync"")",1/10/18,1/10/18,,1 year,90 days,Texas,True,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,  Strategic Alliance Agreement,"IntriCon Corporation (""IntriCon""); Dynamic Hearing Pty Ltd (""Dynamic Hearing"")",10/1/08,10/1/08,10/1/13,,,"Victoria, Australia",False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",STRATEGIC ALLIANCE AGREEMENT,"Loin Biotechnologies, Inc. (""LBIO""); The University of Texas M. D. Anderson Cancer Center (""MD Adnserson""); (""LBIO"" and ""MD Adnserson"" individually referred to as ""Party"", collectively as the ""Parties"")",,4/17/17,4/17/21,,,Texas,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
